File updated: 01/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,
Inpatient/Outpatient,CHARGE_CODE,CHARGE_DESC,MEDICATION_NAME,ERX_ID,NDC_CODE,CPT_CODE,GROSS_CHARGES,MIN,MAX,Aetna_HMO,Aetna_PPO,Blue_Cross_HMO_PPO,Blue_Cross_SR_HMO,Blue_Shield_HMO_PPO,Blue_Shield_Sr_HMO,Cigna_PPO,Healthnet_HMO,Healthnet_PPO,Kaiser,Kaiser_SR_MMC,Multiplan,UHC_HMO,UHC_PPO,UHC_SR_HMO/PPO,Uninsured rate for patients that do not qualify for financial assistance*
CSMC IP,04100051,"HB IPPB TRT, INITIAL",,,,94664,993,72,343,240,335,246,72,206,105,342,339,343,318,255,326,262,287,80,No standard uninsured rate
CSMC IP,04100053,HB AIRWAY INHALATION TREATMENT,,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04100054,HB PAG-HEART NEB EACH ADDL HR,,,,94645,377,28,146,91,128,146,28,110,40,130,129,130,121,97,124,100,130,31,No standard uninsured rate
CSMC IP,04100055,"HB PC BIPAP, INITIAL",,,,94660,5939,69,2839,1432,1567,1515,69,1273,610,2839,2024,2079,2072,1444,1946,1562,2554,477,No standard uninsured rate
CSMC IP,04100056,"HB PC BIPAP, SUBSEQUENT",,,,94660,5399,392,2783,1302,2533,1788,392,1146,567,2581,1840,1890,1768,1403,1769,1420,2783,434,No standard uninsured rate
CSMC IP,04100057,"HB PC CPAP, INITIAL",,,,94660,5957,467,4765,1437,2257,1209,467,1387,856,2050,2085,2085,1907,1507,4765,2404,2220,478,No standard uninsured rate
CSMC IP,04100058,"HB PC CPAP, SUBSEQUENT",,,,94660,5415,357,2383,1306,2123,1735,357,1271,778,1863,1896,1896,1861,1395,1775,2383,2232,435,No standard uninsured rate
CSMC IP,04100059,"HB PC VENT, INITIAL",,,,94002,9799,761,4684,3347,3180,2096,781,2274,1029,4684,3327,3230,3450,2474,4400,2615,2462,761,No standard uninsured rate
CSMC IP,04100060,"HB PC VENT, SUBSEQUENT",,,,94003,8909,567,4259,3494,3977,2518,567,2726,936,4259,2931,3066,3069,2583,1498,2886,2892,692,No standard uninsured rate
CSMC IP,04100061,"HB PC VENT JET, INITIAL",,,,94002,16571,1201,7774,3995,7774,4105,1201,4881,1741,5701,5645,5792,5294,4246,5429,5678,4775,1330,No standard uninsured rate
CSMC IP,04100062,"HB PC VENT JET, SUBSEQUENT",,,,94003,15117,1096,7092,3645,7092,2362,1096,4249,1588,5201,5150,5284,4830,3874,4953,5180,4356,1213,No standard uninsured rate
CSMC IP,04100064,"HB MECHN CHST WALL OSCIL,PR SN",,,,94669,681,50,276,276,230,188,50,185,72,235,239,235,218,189,224,180,234,55,No standard uninsured rate
CSMC IP,04100065,HB PC INITIAL CHFO/CPAP/NEBULIZER (METANEB) TRT,,,,94640,519,36,211,211,194,133,36,141,55,179,181,180,178,155,171,137,174,42,No standard uninsured rate
CSMC IP,04100066,HB PC CHFO/CPAP/NEBULIZER (METANEB) SUBSEQUENT,,,,94640,519,36,222,211,222,150,36,139,55,179,181,180,176,161,171,137,175,42,No standard uninsured rate
CSMC IP,04120001,HB PC HAND NEB. TRT SUBS,,,,94640,519,32,249,172,234,142,32,150,77,249,175,181,177,142,161,168,204,78,No standard uninsured rate
CSMC IP,04120002,"HB PEDS PULM -INHAL. TREAT, MLTP",,,,94640,568,42,196,137,192,141,42,118,60,196,194,196,182,146,187,150,164,46,No standard uninsured rate
CSMC IP,04120003,"HB AEROSOL INHAL, TREATMENT",,,,94640,519,38,179,126,175,129,38,108,55,179,177,179,166,133,171,137,150,42,No standard uninsured rate
CSMC IP,04200002,HB M CAL PT EXRCSE  EA ADDL 15M,,,,,549,40,195,133,186,136,40,195,58,189,188,190,176,141,180,145,159,45,No standard uninsured rate
CSMC IP,04200003,HB M CAL PT EVALUATION,,,,,2341,170,807,565,790,580,170,405,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04200004,HB M CAL PT EXRCSE 1ST 30M,,,,,1098,80,379,265,371,272,80,375,116,378,375,379,351,282,360,289,317,89,No standard uninsured rate
CSMC IP,04200005,HB M CAL PT MOD/EXER 1ST 30M,,,,,1098,80,379,265,371,272,80,227,116,378,375,379,351,282,360,289,317,89,No standard uninsured rate
CSMC IP,04200008,HB M CAL PT MOD/EXER EA ADDL 15M,,,,,549,40,190,133,186,136,40,114,58,189,188,190,176,141,180,145,159,45,No standard uninsured rate
CSMC IP,04200010,HB PT TAPE/STRAP LOW BACK,,,,29799,1086,79,375,262,367,270,79,225,115,374,370,375,347,279,356,286,313,88,No standard uninsured rate
CSMC IP,04200013,HB PT TAPE/STRAP HIP,,,,29520,1089,79,376,263,368,270,79,225,115,375,371,376,348,280,357,287,314,88,No standard uninsured rate
CSMC IP,04200022,HB PT HOT OR COLD PACK,,,,97010,432,32,149,105,146,108,32,90,46,149,148,149,139,111,142,114,125,35,No standard uninsured rate
CSMC IP,04200023,"HB PT TRACTION, MECHANICAL",,,,97012,476,35,164,115,161,118,35,99,50,164,163,164,153,122,156,126,138,39,No standard uninsured rate
CSMC IP,04200024,"HB PT ELEC STIM, UNATTEND EA 15M",,,,97014,476,35,164,115,161,118,35,99,50,164,163,164,153,122,156,126,138,39,No standard uninsured rate
CSMC IP,04200026,HB WHIRLPOOL/FLUIDTHERAPY,,,,97022,1171,85,404,283,395,291,85,242,123,403,399,404,375,301,384,308,338,94,No standard uninsured rate
CSMC IP,04200027,"HB ELEC STIM, ATTENDED EA 15M",,,,97032,586,43,202,142,198,146,43,122,62,202,200,202,188,151,192,155,169,47,No standard uninsured rate
CSMC IP,04200028,HB IONTOPHORESIS 15 MIN,,,,97033,585,43,202,142,198,145,43,121,62,202,200,202,187,150,192,154,169,47,No standard uninsured rate
CSMC IP,04200029,HB PT ULTRASOUND EA 15M,,,,97035,565,41,195,137,191,140,41,117,60,195,193,195,181,145,186,149,163,46,No standard uninsured rate
CSMC IP,04200030,HB THER EXERCISE EA 15M,,,,97110,549,35,285,159,169,126,35,139,59,197,192,193,182,172,54,203,285,41,No standard uninsured rate
CSMC IP,04200031,HB NEUROMUSC REED EA 15M,,,,97112,570,33,273,166,223,182,42,167,60,273,200,200,186,153,256,150,199,33,No standard uninsured rate
CSMC IP,04200032,HB PT GAIT TRAINING EA 15M,,,,97116,586,37,315,159,174,126,37,146,55,263,200,206,201,184,315,195,174,49,No standard uninsured rate
CSMC IP,04200033,HB PT MASSAGE THERAPY EA 15M,,,,97124,494,36,171,120,167,166,36,103,52,170,169,171,158,127,162,130,143,40,No standard uninsured rate
CSMC IP,04200034,HB MANUAL THERAPY EA 15M,,,,97140,523,38,286,127,177,187,38,125,55,180,179,181,171,135,172,138,286,42,No standard uninsured rate
CSMC IP,04200035,HB EXERCISE GRP OF 2 OR MORE,,,,97150,753,55,260,182,254,187,55,156,80,260,257,260,241,193,247,198,217,61,No standard uninsured rate
CSMC IP,04200038,"HB THER ACTVTIES, DIR EA 15M",,,,97530,572,36,274,197,214,157,36,154,59,274,199,197,195,171,203,181,195,46,No standard uninsured rate
CSMC IP,04200039,HB COMM TRN/REINT 15M,,,,97537,588,43,203,142,199,146,43,122,62,203,201,203,188,151,193,155,170,48,No standard uninsured rate
CSMC IP,04200040,HB PT W/C MAN/PROPLSN TRN EA 15M,,,,97542,510,37,179,123,172,149,37,140,54,176,179,176,164,166,168,135,147,41,No standard uninsured rate
CSMC IP,04200041,HB PT WND CARE SELECT DEBRDMNT,,,,97597,1640,119,565,396,553,407,119,339,173,565,559,565,524,421,538,432,473,132,No standard uninsured rate
CSMC IP,04200042,HB PT WND CARE NONSELECT DEBRDMNT,,,,97602,1640,119,565,396,553,407,119,339,173,565,559,565,524,421,538,432,473,132,No standard uninsured rate
CSMC IP,04200046,HB PT PHYS PERFRM TEST EA 15M,,,,97750,450,33,156,109,152,112,33,93,48,155,154,156,144,116,148,119,130,37,No standard uninsured rate
CSMC IP,04200047,HB ORTHTC ASSESS/TRN EA 15M,,,,97760,567,42,196,137,192,141,42,118,60,196,194,196,182,146,186,150,164,46,No standard uninsured rate
CSMC IP,04200049,HB PT PROSTHETIC TRAIN EA 15M,,,,97761,604,44,209,146,204,150,44,125,64,208,206,209,193,155,198,159,175,49,No standard uninsured rate
CSMC IP,04200051,HB ORTH/PROS CHECK EA 15M,,,,97763,756,55,261,183,255,180,55,225,80,261,258,261,252,194,248,199,112,61,No standard uninsured rate
CSMC IP,04200052,HB PATIENT/FAM CONF INTERM,,,,97799,889,65,344,215,344,248,65,267,94,306,303,307,284,228,292,207,344,72,No standard uninsured rate
CSMC IP,04200053,HB PATIENT/FAM CONF BRIEF,,,,97799,703,51,243,170,238,175,51,146,74,242,240,243,225,181,231,185,203,57,No standard uninsured rate
CSMC IP,04200054,"HB ELEC STIM, UNATTENDED",,,,97014,366,27,127,89,124,91,27,76,39,126,125,127,117,94,120,97,106,30,No standard uninsured rate
CSMC IP,04200055,"HB M CAL PT SNGL MODAL, INIT 30M",,,,,1064,78,367,257,359,264,78,220,112,367,363,367,340,273,349,280,307,86,No standard uninsured rate
CSMC IP,04200056,HB PT NEG PRES WND THER <50CM*,,,,97605,1640,119,565,396,553,407,119,339,173,565,559,565,524,421,538,432,473,132,No standard uninsured rate
CSMC IP,04200057,HB PT NEG PRES WND THER >50CM*,,,,97606,2166,157,747,523,731,537,157,448,228,746,738,747,692,555,710,570,625,174,No standard uninsured rate
CSMC IP,04200085,HB CANALITH REPOSITIONING PROC,,,,95992,449,33,155,109,152,112,33,93,48,155,153,155,144,116,148,119,130,37,No standard uninsured rate
CSMC IP,04200086,HB M-CAL PT EVVAL ADDL 15 MIN,,,,,1171,85,404,283,395,291,85,242,123,403,399,404,375,301,384,308,338,94,No standard uninsured rate
CSMC IP,04200087,HB NEG PRESS WND TX <=50 SQ CM,,,,97607,2166,157,747,523,731,537,157,448,228,746,738,747,692,555,710,570,625,174,No standard uninsured rate
CSMC IP,04240002,HB PT EVAL MOD COMPLEXITY,,,,97162,1756,105,1405,508,543,400,105,428,205,804,604,592,643,447,1405,557,545,137,No standard uninsured rate
CSMC IP,04240004,HB PT EVAL LOW COMPLEXITY,,,,97161,1168,79,935,263,359,273,79,299,123,402,407,409,424,264,935,331,315,132,No standard uninsured rate
CSMC IP,04240006,HB PT RE-EVALUATION - (2) INT,,,,97164,1171,85,410,283,395,395,85,275,123,403,410,410,375,301,384,308,402,94,No standard uninsured rate
CSMC IP,04240009,HB PT EVAL HIGH COMPLEXITY,,,,97163,2341,188,1213,859,885,600,200,568,246,1120,817,807,813,603,230,514,1213,188,No standard uninsured rate
CSMC IP,04240011,HB PT REEVALUATION (3) MOD,,,,97164,1756,114,633,424,633,593,114,477,185,605,599,605,562,411,576,462,602,141,No standard uninsured rate
CSMC IP,04240012,HB PT REEVALUATION (4) EXT,,,,97164,2341,188,1044,949,962,820,288,735,246,806,820,807,795,664,767,616,1044,188,No standard uninsured rate
CSMC IP,04240013,HB PT REEVALUATION (1) BRF,,,,97164,586,43,202,142,198,146,43,122,62,202,200,202,188,151,192,155,169,47,No standard uninsured rate
CSMC IP,04300002,HB OT NEUROMUSC RE-ED 15M,,,,97112,570,42,197,138,193,142,42,118,60,197,195,197,183,147,187,150,165,46,No standard uninsured rate
CSMC IP,04300003,HB M CAL OT TRTMNT EA ADDL 15M,,,,,604,44,278,146,204,278,44,214,64,208,206,209,193,155,198,159,175,49,No standard uninsured rate
CSMC IP,04300004,HB M CAL OT TRTMNT INIT 30 MIN,,,,,1207,88,555,291,407,555,88,428,127,416,412,416,386,310,396,318,348,97,No standard uninsured rate
CSMC IP,04300005,HB SWALLOW THERAPY - (2) INT,,,,92526,1388,73,664,335,568,479,73,426,146,664,486,480,510,377,455,511,508,99,No standard uninsured rate
CSMC IP,04300006,HB SWALLOW THERAPY - (4) EXT,,,,92526,2772,201,1300,669,1300,771,201,684,292,954,945,955,922,531,272,729,950,223,No standard uninsured rate
CSMC IP,04300007,HB SWALLOW THERAPY - (3) MOD,,,,92526,2080,109,896,583,896,706,109,643,156,716,729,717,679,562,682,713,724,167,No standard uninsured rate
CSMC IP,04300008,HB SWALLOW THERAPY - (1) BRF,,,,92526,693,51,243,168,234,230,51,222,73,239,237,243,222,178,228,183,238,56,No standard uninsured rate
CSMC IP,04300009,HB VIDEO SWALLOW EVAL,,,,92611,3026,158,1447,974,1002,935,158,820,318,1447,1031,1043,994,855,297,796,1340,243,No standard uninsured rate
CSMC IP,04300010,HB OT MODALITY HOT COLD PACK,,,,97010,432,32,149,105,146,108,32,90,46,149,148,149,139,111,142,114,125,35,No standard uninsured rate
CSMC IP,04300011,"HB OT ELEC STIM, UNATTEND EA 15M",,,,97014,476,35,164,115,161,118,35,99,50,164,163,164,153,122,156,126,138,39,No standard uninsured rate
CSMC IP,04300014,"HB OT ELEC STIM, ATTENDED EA 15M",,,,97032,586,43,202,142,198,146,43,122,62,202,200,202,188,151,192,155,169,47,No standard uninsured rate
CSMC IP,04300015,HB OT CONTRAST BATH EA 15M,,,,97034,257,19,89,62,87,64,19,54,27,89,88,89,83,66,85,68,75,21,No standard uninsured rate
CSMC IP,04300016,HB OTM ULTRASOUND EA 15M,,,,97035,434,32,150,105,147,108,32,90,46,150,148,150,139,112,143,115,126,35,No standard uninsured rate
CSMC IP,04300017,HB OT UPPER EXT EXERCISE EA 15M,,,,97110,424,31,147,103,143,106,31,88,45,146,145,147,136,109,139,112,123,35,No standard uninsured rate
CSMC IP,04300021,HB OT ADL THERAPY EA 15M,,,,97535,579,38,242,114,184,147,38,148,61,242,203,203,202,169,231,189,188,58,No standard uninsured rate
CSMC IP,04300022,HB OT JOB SITE EVAL EA 15M,,,,97750,450,33,156,109,152,112,33,93,48,155,154,156,144,116,148,119,130,37,No standard uninsured rate
CSMC IP,04300023,HB PT ASSIST TECH ASSESS EA 15M,,,,97755,685,50,236,166,231,170,50,142,72,236,234,236,219,176,225,181,198,55,No standard uninsured rate
CSMC IP,04300024,HB ORTHOTIC SPLINT/TRN 15M,,,,97760,567,42,196,137,192,95,42,168,60,196,194,196,189,146,186,150,84,46,No standard uninsured rate
CSMC IP,04300025,HB OT PARAFFIN BATH EA 15M,,,,97018,502,37,173,122,170,125,37,104,53,173,172,173,161,129,165,132,145,41,No standard uninsured rate
CSMC IP,04300027,HB OT MASSAGE EA 15M,,,,97124,494,36,212,120,167,212,36,116,52,170,169,171,158,127,162,130,143,40,No standard uninsured rate
CSMC IP,04300028,"HB M CAL SINGLE MODAL, INIT 30M",,,,,1064,78,367,257,359,264,78,220,112,367,363,367,340,273,349,280,307,86,No standard uninsured rate
CSMC IP,04300029,"HB SENSORY INTEGRATION, 15 MIN",,,,97533,2341,170,807,565,790,580,170,484,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04300031,"HB THER INTERVENTION W FOCUS COG FUNC, 1ST 15MIN",,,,97129,396,29,137,96,134,106,29,123,42,137,135,137,127,102,39,105,136,32,No standard uninsured rate
CSMC IP,04300032,"HB THER INTERVENTION W FOCUS COG FUNC,EA ADDL 15MIN",,,,97130,396,29,166,96,134,166,29,82,42,137,135,137,127,102,130,105,115,32,No standard uninsured rate
CSMC IP,04340001,HB M CAL OT EVAL ADD'L 15M,,,,,533,39,189,129,180,133,39,189,56,184,182,184,171,137,175,141,154,43,No standard uninsured rate
CSMC IP,04340002,HB M CAL OT EVAL INIT 30 MIN,,,,,1064,78,377,257,359,264,78,377,112,367,363,367,340,273,349,280,307,86,No standard uninsured rate
CSMC IP,04340010,HB OT EVAL HIGH COMPLEXITY,,,,97167,2130,105,1059,552,741,524,105,532,224,1059,745,743,728,567,209,582,752,122,No standard uninsured rate
CSMC IP,04340011,HB OT EVAL LOW COMPLEXITY,,,,97165,1049,76,840,192,334,208,76,261,138,491,358,362,428,269,840,264,231,85,No standard uninsured rate
CSMC IP,04340012,HB OT EVAL MOD COMPLEXITY,,,,97166,1597,85,1278,438,453,324,85,386,152,642,559,530,587,420,1278,458,457,176,No standard uninsured rate
CSMC IP,04340018,HB M CAL OT EVAL EA ADDL 15M,,,,,411,30,142,100,139,102,30,85,44,142,141,142,132,106,135,109,119,33,No standard uninsured rate
CSMC IP,04340019,HB OT REEVALUATION (2) INT,,,,97168,1171,85,508,283,395,291,85,242,123,403,399,404,375,301,384,308,508,94,No standard uninsured rate
CSMC IP,04340020,HB OT DRIVING EVAL EA 15M,,,,97750,450,33,156,109,152,112,33,93,48,155,154,156,144,116,148,119,130,37,No standard uninsured rate
CSMC IP,04340023,HB SWALLOW EVAL (2) INT,,,,92610,1171,85,560,283,395,373,85,255,123,560,410,410,375,351,384,308,418,94,No standard uninsured rate
CSMC IP,04340027,HB OT REEVALUATION (1) BRF,,,,97168,586,43,202,142,198,146,43,122,62,202,200,202,188,151,192,155,169,47,No standard uninsured rate
CSMC IP,04340028,HB OT REEVALUATION (4) EXT,,,,97168,2341,170,807,565,762,711,170,657,246,806,798,807,750,685,230,616,803,188,No standard uninsured rate
CSMC IP,04340029,HB OT REEVALUATION (3) MOD,,,,97168,1756,128,615,424,593,509,128,452,185,605,615,605,562,450,576,462,506,141,No standard uninsured rate
CSMC IP,04400001,HB M CAL LANG SWALL IND TX 30M,,,,,1388,101,479,335,469,344,101,287,146,478,473,479,444,356,455,365,400,112,No standard uninsured rate
CSMC IP,04400002,HB M CAL SLP IND TX 30 MIN,,,,,1260,92,446,304,425,313,92,446,133,434,430,435,403,323,413,332,364,102,No standard uninsured rate
CSMC IP,04400003,HB M CAL SWALLOW EVAL 60 MIN,,,,,2341,170,829,565,790,580,170,829,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04400004,HB M CAL VIDEO SWALLOW,,,,,2328,169,802,562,785,577,169,481,245,801,794,802,744,597,763,613,671,187,No standard uninsured rate
CSMC IP,04400005,HB M CAL SP SWALLOW THERAPY INIT 60 MIN,,,,,2772,201,981,669,935,687,201,981,292,954,945,955,886,711,909,729,799,223,No standard uninsured rate
CSMC IP,04400007,HB M CAL SPEECH EVAL,,,,,2341,170,807,565,790,580,170,484,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04400008,HB M CAL LANG SWALL IND TX 60M,,,,,2772,201,955,669,935,687,201,573,292,954,945,955,886,711,909,729,799,223,No standard uninsured rate
CSMC IP,04400009,HB M CAL SP SWALLOW THER 30 MIN,,,,,1260,92,435,304,425,313,92,261,133,434,430,435,403,323,413,332,364,102,No standard uninsured rate
CSMC IP,04400010,HB M CAL LANG SWALL IND TX 60 MIN,,,,,2132,155,735,514,719,529,155,441,224,734,727,735,682,547,699,561,615,171,No standard uninsured rate
CSMC IP,04400011,HB SP BIOFEEDBACK,,,,90901,411,30,142,100,139,102,30,85,44,142,141,142,132,106,135,109,119,33,No standard uninsured rate
CSMC IP,04400017,HB SP VOICE LANG THER - (1) BRF,,,,92507,533,39,184,129,180,133,39,111,56,184,182,184,171,137,175,141,154,43,No standard uninsured rate
CSMC IP,04400018,HB SP VOICE LANG THER - (4) EXT,,,,92507,2132,155,735,514,719,529,155,441,224,734,727,735,682,547,699,561,615,171,No standard uninsured rate
CSMC IP,04400020,HB SP LNG VC SPCH IND TRT (4) EXT,,,,92507,2772,201,1051,669,935,1051,201,573,292,954,945,955,888,906,909,729,799,223,No standard uninsured rate
CSMC IP,04400021,HB SP LNG VC SPCH IND TRT (3) MOD,,,,92507,2080,151,975,502,975,796,151,736,219,716,709,728,666,663,682,547,594,167,No standard uninsured rate
CSMC IP,04400022,HB SP VOICE LANG THER - (3) MOD,,,,92507,1599,116,551,386,540,397,116,331,168,551,545,551,511,410,524,421,461,129,No standard uninsured rate
CSMC IP,04400023,HB SP VOICE LANG THER - (2) INT,,,,92507,1388,101,496,335,469,447,101,492,146,478,473,479,496,454,455,365,397,112,No standard uninsured rate
CSMC IP,04400024,HB SP LNG VC SPCH IND TRT (1) BRF,,,,92507,693,51,281,281,234,274,51,247,73,239,237,239,222,227,228,183,200,56,No standard uninsured rate
CSMC IP,04400025,HB SP LNG VC SPCH IND TRT (2) INT,,,,92507,1388,101,479,335,469,344,101,287,146,478,473,479,444,356,455,365,400,112,No standard uninsured rate
CSMC IP,04400026,HB SP LANGUAGE/SWALLOW GROUP,,,,92508,753,55,260,182,254,187,55,156,80,260,257,260,241,193,247,198,217,61,No standard uninsured rate
CSMC IP,04400028,HB SP LARYN FUNC STUDY - (3) MOD,,,,92520,1046,76,361,253,353,260,76,217,110,360,357,361,335,269,343,276,302,84,No standard uninsured rate
CSMC IP,04400029,HB SP LARYN FUNC STUDY - (1) BRF,,,,92520,350,26,121,85,119,87,26,73,37,121,120,121,112,90,115,93,101,29,No standard uninsured rate
CSMC IP,04400030,HB SP LARYN FUNC STUDY - (2) INT,,,,92520,697,51,241,169,236,173,51,144,74,240,238,241,223,179,229,184,201,56,No standard uninsured rate
CSMC IP,04400032,HB HEARING SCREENING,,,,92551,614,45,212,149,208,153,45,127,65,212,210,212,197,158,202,162,177,50,No standard uninsured rate
CSMC IP,04400034,HB SP VOICE PROSTHETIC TRAINING,,,,92597,2341,170,807,565,790,580,170,484,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04400035,HB SP AUG DEV TRAINING EXTEND,,,,92609,2341,170,807,565,790,580,170,484,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04400042,HB SP PATIENT/FAM CONF INTERM    *,,,,97799,889,65,307,215,300,221,65,184,94,306,303,307,284,228,292,234,257,72,No standard uninsured rate
CSMC IP,04400043,HB SP PATIENT/FAM CONF INTERM,,,,97799,889,65,307,215,300,221,65,184,94,306,303,307,284,228,292,234,305,72,No standard uninsured rate
CSMC IP,04400059,HB VOICE RESN BEH QLT ANL(1)BRF,,,,92524,761,56,263,184,257,189,56,158,80,262,260,263,244,195,250,201,220,62,No standard uninsured rate
CSMC IP,04400060,HB VOICE RESN BEH QLT ANL(3)MOD,,,,92524,2283,166,787,551,770,566,166,472,240,786,778,787,730,585,748,601,658,184,No standard uninsured rate
CSMC IP,04400061,HB VOICE RESN BEH QLT ANL(4)EXT,,,,92524,3044,221,1049,734,1027,755,221,629,320,1048,1037,1049,973,780,998,801,878,245,No standard uninsured rate
CSMC IP,04400062,HB VOICE RESN BEH QLT ANL(2)INT,,,,92524,1522,111,525,367,514,378,111,315,160,524,519,525,487,390,499,401,439,123,No standard uninsured rate
CSMC IP,04400063,HB COGNITIVE TEST BY HC PRO,,,,96125,1207,88,416,291,407,299,88,250,127,416,412,416,386,310,396,318,348,97,No standard uninsured rate
CSMC IP,04440001,HB M CAL LANGUAGE EVAL,,,,,2341,170,807,565,790,580,170,484,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04440002,HB SP LANG/COGNITIVE EVALUATION,,,,,2341,170,807,565,790,580,170,484,246,806,798,807,748,600,767,616,675,188,No standard uninsured rate
CSMC IP,04440003,HB M CAL LANG COG EVAL 60 MIN,,,,,1800,131,621,434,607,446,131,372,190,620,614,621,576,462,590,474,519,145,No standard uninsured rate
CSMC IP,04440004,HB M CAL SPEECH VOICE EVALUATION,,,,,1800,131,621,434,607,446,131,372,190,620,614,621,576,462,590,474,519,145,No standard uninsured rate
CSMC IP,04440013,HB SP VC PRSTH DEV EVAL - (4) EXT,,,,92597,2341,170,1120,949,790,771,170,695,246,1120,798,807,812,747,230,616,669,188,No standard uninsured rate
CSMC IP,04440016,HB SP ENDOSCOPIC SWALLOW EVAL,,,,92612,2341,170,807,565,790,579,170,646,241,806,798,807,749,766,230,616,675,188,No standard uninsured rate
CSMC IP,04440018,HB SP ENDO SWALLOW EVAL - (3) MOD,,,,92612,1351,98,466,326,456,335,98,280,142,465,461,466,432,347,443,356,390,109,No standard uninsured rate
CSMC IP,04440019,HB SP ENDO SWALLOW EVAL - (4) EXT,,,,92612,1800,131,621,434,607,446,131,372,190,620,614,621,576,462,590,474,519,145,No standard uninsured rate
